행정동,지하철역,년분기
금호1가동,신금호,20224
금호4가동,금호,20224
길동,길동,20224
길음1동,길음,20224
남가좌1동,가좌,20224
남영동,남영,20224
남영동,서울역,20224
남영동,숙대입구(갈월),20224
남현동,0,20224
내곡동,청계산입구,20224
노량진1동,노들,20224
노량진1동,노량진,20224
녹번동,녹번,20224
녹번동,역촌,20224
논현1동,논현,20224
논현1동,신사,20224
논현2동,강남구청,20224
논현2동,선정릉,20224
논현2동,학동,20224
능동,군자(능동),20224
능동,어린이대공원(세종대),20224
당산1동,영등포구청,20224
당산2동,당산,20224
대림3동,0,20224
대방동,보라매,20224
대방동,신대방삼거리,20224
대조동,불광,20224
대조동,연신내,20224
대치2동,대치,20224
대치2동,삼성,20224
대치2동,삼성(무역센터),20224
대치2동,학여울,20224
대치4동,0,20224
대학동,관악산(서울대),20224
대흥동,대흥(서강대앞),20224
대흥동,서강대,20224
대흥동,이대,20224
도곡1동,매봉,20224
도곡2동,도곡,20224
도곡2동,한티,20224
도봉2동,도봉,20224
도봉2동,도봉산,20224
독산1동,0,20224
동화동,0,20224
둔촌1동,둔촌동,20224
둔촌1동,둔촌오륜,20224
둔촌2동,중앙보훈병원,20224
등촌1동,증미,20224
등촌3동,가양,20224
마장동,마장,20224
마천1동,마천,20224
망우본동,신내,20224
망우본동,양원,20224
면목3.8동,0,20224
면목4동,용마산,20224
면목본동,면목,20224
명동,명동,20224
명일1동,명일,20224
명일2동,고덕,20224
목1동,목동,20224
목1동,오목교(목동운동장앞),20224
목2동,신목동,20224
목2동,염창,20224
목3동,등촌,20224
묵2동,먹골,20224
문래동,문래,20224
문정2동,문정,20224
문정2동,복정,20224
미아동,미아(서울사이버대학),20224
반포1동,반포,20224
반포1동,사평,20224
반포2동,신반포,20224
반포4동,고속터미널,20224
반포본동,구반포,20224
발산1동,우장산,20224
방배1동,내방,20224
방배2동,남태령,20224
방배3동,방배,20224
방이1동,방이,20224
방이2동,송파나루,20224
방학1동,방학,20224
방화1동,마곡나루,20224
방화1동,신방화,20224
방화2동,개화,20224
방화2동,개화산,20224
방화2동,김포공항,20224
번1동,수유(강북구청),20224
보라매동,0,20224
보문동,보문,20224
불광1동,독바위,20224
사근동,용답,20224
사근동,한양대,20224
사당2동,동작(현충원),20224
사당2동,총신대입구(이수),20224
사당4동,남성,20224
사직동,경복궁(정부서울청사),20224
사직동,광화문(세종문화회관),20224
삼선동,성신여대입구(돈암),20224
삼선동,한성대입구(삼선교),20224
삼성1동,봉은사,20224
삼성1동,청담,20224
삼성2동,삼성중앙,20224
삼성2동,선정릉,20224
삼양동,삼양,20224
삼양동,삼양사거리,20224
삼양동,솔샘,20224
상계1동,수락산,20224
상계2동,노원,20224
상계3.4동,0,20224
상계5동,상계,20224
상계8동,마들,20224
상도1동,상도,20224
상도1동,숭실대입구(살피재),20224
상도2동,장승배기,20224
상봉1동,망우,20224
상봉1동,상봉(시외버스터미널),20224
상봉2동,상봉(시외버스터미널),20224
상암동,디지털미디어시티,20224
서강동,광흥창(서강),20224
서강동,상수,20224
서교동,망원,20224
서교동,홍대입구,20224
서림동,서울대벤처타운,20224
서빙고동,서빙고,20224
서원동,서원,20224
서원동,신림,20224
서초1동,교대(법원.검찰청),20224
서초2동,강남,20224
서초2동,양재(서초구청),20224
서초3동,교대(법원.검찰청),20224
서초3동,남부터미널(예술의전당),20224
서초3동,서초,20224
석관동,석계,20224
석촌동,석촌,20224
석촌동,석촌고분,20224
성내1동,강동구청,20224
성내2동,강동,20224
성내2동,천호(풍납토성),20224
성산2동,마포구청,20224
성산2동,월드컵경기장(성산),20224
성수1가1동,서울숲,20224
성수1가2동,뚝섬,20224
성수2가3동,성수,20224
소공동,시청,20224
소공동,을지로입구,20224
송천동,미아사거리,20224
송파1동,0,20224
수궁동,온수(성공회대입구),20224
수색동,디지털미디어시티,20224
수색동,수색,20224
수서동,수서,20224
수유1동,화계,20224
수유2동,가오리,20224
숭인2동,0,20224
시흥1동,금천구청,20224
신길1동,신길,20224
신길6동,보라매,20224
신길6동,신풍,20224
신길7동,대방,20224
신길7동,서울지방병무청,20224
신내1동,봉화산(서울의료원),20224
신당동,신당,20224
신당동,청구,20224
신대방2동,보라매공원,20224
신대방2동,보라매병원,20224
신도림동,도림천,20224
신도림동,신도림,20224
신림동,신림,20224
신사1동,응암,20224
신사2동,새절(신사),20224
신사동,신대방,20224
신정3동,신정네거리,20224
신정4동,신정(은행정),20224
신정7동,양천구청,20224
신촌동,신촌,20224
아현동,아현,20224
아현동,애오개,20224
안암동,안암(고대병원앞),20224
암사2동,암사,20224
압구정동,압구정,20224
압구정동,압구정로데오,20224
약수동,버티고개,20224
약수동,약수,20224
양재1동,양재(서초구청),20224
양재2동,양재시민의숲(매헌),20224
양평1동,양평,20224
양평2동,선유도,20224
여의동,국회의사당,20224
여의동,샛강,20224
여의동,여의나루,20224
여의동,여의도,20224
역삼1동,강남,20224
역삼1동,선릉,20224
역삼1동,신논현,20224
역삼1동,언주,20224
역삼1동,역삼,20224
영등포동,신길,20224
영등포동,영등포시장,20224
영등포본동,영등포,20224
오금동,오금,20224
오류1동,오류동,20224
오륜동,올림픽공원(한국체대),20224
오륜동,한성백제,20224
옥수동,옥수,20224
왕십리2동,상왕십리,20224
용강동,마포,20224
용답동,답십리,20224
용답동,신답,20224
용답동,장한평,20224
용산2가동,녹사평(용산구청),20224
용신동,신설동,20224
용신동,용두(동대문구청),20224
용신동,제기동,20224
우이동,4.19민주묘지,20224
우이동,북한산우이,20224
우이동,솔밭공원,20224
우장산동,발산,20224
월계2동,월계,20224
월계3동,광운대,20224
월곡2동,상월곡(한국과학기술연구원),20224
월곡2동,월곡(동덕여대),20224
을지로동,을지로3가,20224
을지로동,을지로4가,20224
응봉동,응봉,20224
이문1동,외대앞,20224
이문2동,신이문,20224
이태원1동,이태원,20224
이화동,혜화,20224
인헌동,낙성대,20224
일원본동,일원,20224
자양4동,뚝섬유원지,20224
잠실2동,잠실새내,20224
잠실4동,몽촌토성(평화의문),20224
잠실4동,잠실나루,20224
잠실6동,잠실(송파구청),20224
잠실7동,종합운동장,20224
잠실본동,삼전,20224
잠원동,잠원,20224
장위2동,돌곶이,20224
장지동,장지,20224
장충동,동대입구,20224
전농1동,청량리(서울시립대입구),20224
정릉1동,정릉,20224
정릉4동,북한산보국문,20224
제기동,고려대(종암),20224
종로1.2.3.4가동,0,20224
종로5.6가동,0,20224
중계2.3동,0,20224
중곡3동,중곡,20224
중화2동,중랑,20224
중화2동,중화,20224
증산동,증산(명지대앞),20224
진관동,구파발,20224
창1동,녹천,20224
창1동,쌍문,20224
창5동,창동,20224
창신3동,창신,20224
천연동,독립문,20224
천호1동,굽은다리(강동구민회관앞),20224
청룡동,봉천,20224
청룡동,서울대입구(관악구청),20224
충현동,서대문,20224
충현동,충정로(경기대입구),20224
필동,충무로,20224
하계2동,하계,20224
한강로동,삼각지,20224
한강로동,신용산,20224
한강로동,용산,20224
한강로동,이촌(국립중앙박물관),20224
한남동,한강진,20224
한남동,한남,20224
행당1동,왕십리(성동구청),20224
행당2동,행당,20224
홍제1동,무악재,20224
홍제1동,홍제,20224
화곡1동,까치산,20224
화곡1동,화곡,20224
화양동,건대입구,20224
회현동,서울,20224
회현동,서울역,20224
회현동,회현(남대문시장),20224
효창동,0,20224
휘경1동,회기,20224
흑석동,흑석(중앙대입구),20224
가락본동,오금,20221
가리봉동,0,20221
가양2동,0,20221
가양3동,0,20221
가회동,0,20221
개봉2동,0,20221
개봉3동,0,20221
개포1동,0,20221
개포4동,0,20221
거여2동,0,20221
고덕1동,0,20221
고덕2동,0,20221
고척1동,0,20221
고척2동,0,20221
교남동,0,20221
구로1동,0,20221
구로4동,대림(구로구청),20221
구산동,0,20221
군자동,0,20221
금호2.3가동,0,20221
길음2동,0,20221
낙성대동,0,20221
난곡동,0,20221
난향동,0,20221
남가좌2동,0,20221
노량진2동,0,20221
다산동,약수,20221
다산동,청구,20221
답십리1동,0,20221
답십리2동,0,20221
대림1동,0,20221
대림2동,대림(구로구청),20221
대치1동,도곡,20221
대학동,관악산(서울대),20221
도림동,0,20221
도봉1동,0,20221
도화동,공덕,20221
독산2동,0,20221
독산3동,0,20221
독산4동,0,20221
돈암1동,0,20221
돈암2동,0,20221
동선동,0,20221
등촌2동,0,20221
마천2동,0,20221
망우3동,0,20221
망원1동,0,20221
망원2동,0,20221
면목2동,0,20221
면목5동,0,20221
면목7동,0,20221
목4동,0,20221
목5동,0,20221
무악동,0,20221
묵1동,0,20221
문정1동,0,20221
미성동,0,20221
반포3동,0,20221
방배4동,0,20221
방배본동,0,20221
방학2동,0,20221
방학3동,0,20221
번2동,0,20221
번3동,0,20221
보광동,0,20221
보라매동,0,20221
부암동,0,20221
북가좌1동,0,20221
북가좌2동,0,20221
북아현동,0,20221
불광2동,연신내,20221
사당1동,사당,20221
사당1동,이수,20221
사당3동,0,20221
사당5동,0,20221
삼각산동,0,20221
삼성동,0,20221
삼전동,0,20221
삼청동,0,20221
상계10동,0,20221
상계6.7동,0,20221
상계9동,0,20221
상도3동,0,20221
상도4동,0,20221
서림동,서울대벤처타운,20221
서초4동,0,20221
성내3동,0,20221
성북동,0,20221
성산1동,0,20221
성수2가1동,0,20221
성현동,0,20221
세곡동,0,20221
송정동,0,20221
송중동,0,20221
송파2동,0,20221
수유3동,0,20221
숭인1동,동묘앞,20221
시흥2동,0,20221
시흥3동,0,20221
시흥4동,0,20221
시흥5동,0,20221
신길3동,0,20221
신길4동,0,20221
신길5동,0,20221
신내2동,0,20221
신당5동,신당,20221
신대방1동,0,20221
신대방2동,보라매공원,20221
신대방2동,보라매병원,20221
신림동,신림,20221
신수동,0,20221
신원동,0,20221
신월1동,0,20221
신월2동,0,20221
신월3동,0,20221
신월4동,0,20221
신월5동,0,20221
신월6동,0,20221
신월7동,0,20221
신정1동,0,20221
신정2동,0,20221
신정6동,0,20221
쌍문1동,0,20221
쌍문2동,0,20221
쌍문3동,0,20221
쌍문4동,0,20221
암사1동,0,20221
암사3동,암사역사공원,20221
역삼2동,0,20221
역촌동,0,20221
연남동,0,20221
연희동,0,20221
염리동,0,20221
염창동,0,20221
왕십리도선동,0,20221
용문동,효창공원앞,20221
원효로1동,0,20221
원효로2동,0,20221
월계1동,0,20221
월곡1동,0,20221
위례동,0,20221
은천동,0,20221
응암1동,0,20221
응암2동,0,20221
응암3동,0,20221
이촌1동,0,20221
이촌2동,0,20221
이태원2동,0,20221
인수동,0,20221
일원1동,0,20221
자양1동,0,20221
자양2동,0,20221
자양3동,0,20221
잠실3동,0,20221
장안1동,0,20221
장안2동,0,20221
장위1동,0,20221
장위3동,0,20221
전농2동,0,20221
정릉2동,0,20221
정릉3동,0,20221
조원동,0,20221
종암동,0,20221
중계1동,0,20221
중계4동,0,20221
중계본동,0,20221
중곡1동,0,20221
중곡2동,0,20221
중곡4동,0,20221
중림동,0,20221
중앙동,0,20221
중화1동,0,20221
창2동,0,20221
창3동,0,20221
창4동,창동,20221
창신1동,동대문,20221
창신1동,동묘앞,20221
창신2동,0,20221
천호2동,0,20221
천호3동,0,20221
청구동,0,20221
청담동,0,20221
청량리동,0,20221
청림동,0,20221
청운효자동,0,20221
청파동,0,20221
평창동,0,20221
풍납1동,천호(풍납토성),20221
풍납2동,0,20221
하계1동,0,20221
합정동,합정,20221
행운동,0,20221
혜화동,0,20221
홍은1동,0,20221
홍은2동,0,20221
홍제2동,0,20221
홍제3동,0,20221
화곡2동,0,20221
화곡3동,0,20221
화곡4동,0,20221
화곡6동,0,20221
화곡8동,0,20221
화곡본동,0,20221
황학동,0,20221
회기동,0,20221
후암동,0,20221
휘경2동,0,20221
가락본동,오금,20224
가리봉동,0,20224
가양2동,0,20224
가양3동,0,20224
가회동,0,20224
개봉2동,0,20224
개봉3동,0,20224
개포1동,0,20224
개포4동,0,20224
거여2동,0,20224
고덕1동,0,20224
고덕2동,0,20224
고척1동,0,20224
고척2동,0,20224
교남동,0,20224
구로1동,0,20224
구로4동,대림(구로구청),20224
구산동,0,20224
군자동,0,20224
금호2.3가동,0,20224
길음2동,0,20224
낙성대동,0,20224
난곡동,0,20224
난향동,0,20224
남가좌2동,0,20224
노량진2동,0,20224
다산동,약수,20224
다산동,청구,20224
답십리1동,0,20224
답십리2동,0,20224
대림1동,0,20224
대림2동,대림(구로구청),20224
대치1동,도곡,20224
도림동,0,20224
도봉1동,0,20224
도화동,공덕,20224
독산2동,0,20224
독산3동,0,20224
독산4동,0,20224
돈암1동,0,20224
돈암2동,0,20224
동선동,0,20224
등촌2동,0,20224
마천2동,0,20224
망우3동,0,20224
망원1동,0,20224
망원2동,0,20224
면목2동,0,20224
면목5동,0,20224
면목7동,0,20224
목4동,0,20224
목5동,0,20224
무악동,0,20224
묵1동,0,20224
문정1동,0,20224
미성동,0,20224
반포3동,0,20224
방배4동,0,20224
방배본동,0,20224
방학2동,0,20224
방학3동,0,20224
번2동,0,20224
번3동,0,20224
보광동,0,20224
부암동,0,20224
북가좌1동,0,20224
북가좌2동,0,20224
북아현동,0,20224
불광2동,연신내,20224
사당1동,사당,20224
사당1동,이수,20224
사당3동,0,20224
사당5동,0,20224
삼각산동,0,20224
삼성동,0,20224
삼전동,0,20224
삼청동,0,20224
상계10동,0,20224
상계6.7동,0,20224
상계9동,0,20224
상도3동,0,20224
상도4동,0,20224
서초4동,0,20224
성내3동,0,20224
성북동,0,20224
성산1동,0,20224
성수2가1동,0,20224
성현동,0,20224
세곡동,0,20224
송정동,0,20224
송중동,0,20224
송파2동,0,20224
수유3동,0,20224
숭인1동,동묘앞,20224
시흥2동,0,20224
시흥3동,0,20224
시흥4동,0,20224
시흥5동,0,20224
신길3동,0,20224
신길4동,0,20224
신길5동,0,20224
신내2동,0,20224
신당5동,신당,20224
신대방1동,0,20224
신수동,0,20224
신원동,0,20224
신월1동,0,20224
신월2동,0,20224
신월3동,0,20224
신월4동,0,20224
신월5동,0,20224
신월6동,0,20224
신월7동,0,20224
신정1동,0,20224
신정2동,0,20224
신정6동,0,20224
쌍문1동,0,20224
쌍문2동,0,20224
쌍문3동,0,20224
쌍문4동,0,20224
암사1동,0,20224
암사3동,암사역사공원,20224
역삼2동,0,20224
역촌동,0,20224
연남동,0,20224
연희동,0,20224
염리동,0,20224
염창동,0,20224
왕십리도선동,0,20224
용문동,효창공원앞,20224
원효로1동,0,20224
원효로2동,0,20224
월계1동,0,20224
월곡1동,0,20224
위례동,0,20224
은천동,0,20224
응암1동,0,20224
응암2동,0,20224
응암3동,0,20224
이촌1동,0,20224
이촌2동,0,20224
이태원2동,0,20224
인수동,0,20224
일원1동,0,20224
자양1동,0,20224
자양2동,0,20224
자양3동,0,20224
잠실3동,0,20224
장안1동,0,20224
장안2동,0,20224
장위1동,0,20224
장위3동,0,20224
전농2동,0,20224
정릉2동,0,20224
정릉3동,0,20224
조원동,0,20224
종암동,0,20224
중계1동,0,20224
중계4동,0,20224
중계본동,0,20224
중곡1동,0,20224
중곡2동,0,20224
중곡4동,0,20224
중림동,0,20224
중앙동,0,20224
중화1동,0,20224
창2동,0,20224
창3동,0,20224
창4동,창동,20224
창신1동,동대문,20224
창신1동,동묘앞,20224
창신2동,0,20224
천호2동,0,20224
천호3동,0,20224
청구동,0,20224
청담동,0,20224
청량리동,0,20224
청림동,0,20224
청운효자동,0,20224
청파동,0,20224
평창동,0,20224
풍납1동,천호(풍납토성),20224
풍납2동,0,20224
하계1동,0,20224
합정동,합정,20224
행운동,0,20224
혜화동,0,20224
홍은1동,0,20224
홍은2동,0,20224
홍제2동,0,20224
홍제3동,0,20224
화곡2동,0,20224
화곡3동,0,20224
화곡4동,0,20224
화곡6동,0,20224
화곡8동,0,20224
화곡본동,0,20224
황학동,0,20224
회기동,0,20224
후암동,0,20224
휘경2동,0,20224
가락본동,오금,20222
가리봉동,0,20222
가양2동,0,20222
가양3동,0,20222
가회동,0,20222
개봉2동,0,20222
개봉3동,0,20222
개포1동,0,20222
개포4동,0,20222
거여2동,0,20222
고덕1동,0,20222
고덕2동,0,20222
고척1동,0,20222
고척2동,0,20222
교남동,0,20222
구로1동,0,20222
구로4동,대림(구로구청),20222
구산동,0,20222
군자동,0,20222
금호2.3가동,0,20222
길음2동,0,20222
낙성대동,0,20222
난곡동,0,20222
난향동,0,20222
남가좌2동,0,20222
노량진2동,0,20222
다산동,약수,20222
다산동,청구,20222
답십리1동,0,20222
답십리2동,0,20222
대림1동,0,20222
대림2동,대림(구로구청),20222
대치1동,도곡,20222
도림동,0,20222
도봉1동,0,20222
도화동,공덕,20222
독산2동,0,20222
독산3동,0,20222
독산4동,0,20222
돈암1동,0,20222
돈암2동,0,20222
동선동,0,20222
등촌2동,0,20222
마천2동,0,20222
망우3동,0,20222
망원1동,0,20222
망원2동,0,20222
면목2동,0,20222
면목5동,0,20222
면목7동,0,20222
목4동,0,20222
목5동,0,20222
무악동,0,20222
묵1동,0,20222
문정1동,0,20222
미성동,0,20222
반포3동,0,20222
방배4동,0,20222
방배본동,0,20222
방학2동,0,20222
방학3동,0,20222
번2동,0,20222
번3동,0,20222
보광동,0,20222
부암동,0,20222
북가좌1동,0,20222
북가좌2동,0,20222
북아현동,0,20222
불광2동,연신내,20222
사당1동,사당,20222
사당1동,이수,20222
사당3동,0,20222
사당5동,0,20222
삼각산동,0,20222
삼성동,0,20222
삼전동,0,20222
삼청동,0,20222
상계10동,0,20222
상계6.7동,0,20222
상계9동,0,20222
상도3동,0,20222
상도4동,0,20222
서초4동,0,20222
성내3동,0,20222
성북동,0,20222
성산1동,0,20222
성수2가1동,0,20222
성현동,0,20222
세곡동,0,20222
송정동,0,20222
송중동,0,20222
송파2동,0,20222
수유3동,0,20222
숭인1동,동묘앞,20222
시흥2동,0,20222
시흥3동,0,20222
시흥4동,0,20222
시흥5동,0,20222
신길3동,0,20222
신길4동,0,20222
신길5동,0,20222
신내2동,0,20222
신당5동,신당,20222
신대방1동,0,20222
신수동,0,20222
신원동,0,20222
신월1동,0,20222
신월2동,0,20222
신월3동,0,20222
신월4동,0,20222
신월5동,0,20222
신월6동,0,20222
신월7동,0,20222
신정1동,0,20222
신정2동,0,20222
신정6동,0,20222
쌍문1동,0,20222
쌍문2동,0,20222
쌍문3동,0,20222
쌍문4동,0,20222
암사1동,0,20222
암사3동,암사역사공원,20222
역삼2동,0,20222
역촌동,0,20222
연남동,0,20222
연희동,0,20222
염리동,0,20222
염창동,0,20222
왕십리도선동,0,20222
용문동,효창공원앞,20222
원효로1동,0,20222
원효로2동,0,20222
월계1동,0,20222
월곡1동,0,20222
위례동,0,20222
은천동,0,20222
응암1동,0,20222
응암2동,0,20222
응암3동,0,20222
이촌1동,0,20222
이촌2동,0,20222
이태원2동,0,20222
인수동,0,20222
일원1동,0,20222
자양1동,0,20222
자양2동,0,20222
자양3동,0,20222
잠실3동,0,20222
장안1동,0,20222
장안2동,0,20222
장위1동,0,20222
장위3동,0,20222
전농2동,0,20222
정릉2동,0,20222
정릉3동,0,20222
조원동,0,20222
종암동,0,20222
중계1동,0,20222
중계4동,0,20222
중계본동,0,20222
중곡1동,0,20222
중곡2동,0,20222
중곡4동,0,20222
중림동,0,20222
중앙동,0,20222
중화1동,0,20222
창2동,0,20222
창3동,0,20222
창4동,창동,20222
창신1동,동대문,20222
창신1동,동묘앞,20222
창신2동,0,20222
천호2동,0,20222
천호3동,0,20222
청구동,0,20222
청담동,0,20222
청량리동,0,20222
청림동,0,20222
청운효자동,0,20222
청파동,0,20222
평창동,0,20222
풍납1동,천호(풍납토성),20222
풍납2동,0,20222
하계1동,0,20222
합정동,합정,20222
행운동,0,20222
혜화동,0,20222
홍은1동,0,20222
홍은2동,0,20222
홍제2동,0,20222
홍제3동,0,20222
화곡2동,0,20222
화곡3동,0,20222
화곡4동,0,20222
화곡6동,0,20222
화곡8동,0,20222
화곡본동,0,20222
황학동,0,20222
회기동,0,20222
후암동,0,20222
휘경2동,0,20222
가락본동,오금,20223
가리봉동,0,20223
가양2동,0,20223
가양3동,0,20223
가회동,0,20223
개봉2동,0,20223
개봉3동,0,20223
개포1동,0,20223
개포4동,0,20223
거여2동,0,20223
고덕1동,0,20223
고덕2동,0,20223
고척1동,0,20223
고척2동,0,20223
교남동,0,20223
구로1동,0,20223
구로4동,대림(구로구청),20223
구산동,0,20223
군자동,0,20223
금호2.3가동,0,20223
길음2동,0,20223
낙성대동,0,20223
난곡동,0,20223
난향동,0,20223
남가좌2동,0,20223
노량진2동,0,20223
다산동,약수,20223
다산동,청구,20223
답십리1동,0,20223
답십리2동,0,20223
대림1동,0,20223
대림2동,대림(구로구청),20223
대치1동,도곡,20223
도림동,0,20223
도봉1동,0,20223
도화동,공덕,20223
독산2동,0,20223
독산3동,0,20223
독산4동,0,20223
돈암1동,0,20223
돈암2동,0,20223
동선동,0,20223
등촌2동,0,20223
마천2동,0,20223
망우3동,0,20223
망원1동,0,20223
망원2동,0,20223
면목2동,0,20223
면목5동,0,20223
면목7동,0,20223
목4동,0,20223
목5동,0,20223
무악동,0,20223
묵1동,0,20223
문정1동,0,20223
미성동,0,20223
반포3동,0,20223
방배4동,0,20223
방배본동,0,20223
방학2동,0,20223
방학3동,0,20223
번2동,0,20223
번3동,0,20223
보광동,0,20223
부암동,0,20223
북가좌1동,0,20223
북가좌2동,0,20223
북아현동,0,20223
불광2동,연신내,20223
사당1동,사당,20223
사당1동,이수,20223
사당3동,0,20223
사당5동,0,20223
삼각산동,0,20223
삼성동,0,20223
삼전동,0,20223
삼청동,0,20223
상계10동,0,20223
상계6.7동,0,20223
상계9동,0,20223
상도3동,0,20223
상도4동,0,20223
서초4동,0,20223
성내3동,0,20223
성북동,0,20223
성산1동,0,20223
성수2가1동,0,20223
성현동,0,20223
세곡동,0,20223
송정동,0,20223
송중동,0,20223
송파2동,0,20223
수유3동,0,20223
숭인1동,동묘앞,20223
시흥2동,0,20223
시흥3동,0,20223
시흥4동,0,20223
시흥5동,0,20223
신길3동,0,20223
신길4동,0,20223
신길5동,0,20223
신내2동,0,20223
신당5동,신당,20223
신대방1동,0,20223
신수동,0,20223
신원동,0,20223
신월1동,0,20223
신월2동,0,20223
신월3동,0,20223
신월4동,0,20223
신월5동,0,20223
신월6동,0,20223
신월7동,0,20223
신정1동,0,20223
신정2동,0,20223
신정6동,0,20223
쌍문1동,0,20223
쌍문2동,0,20223
쌍문3동,0,20223
쌍문4동,0,20223
암사1동,0,20223
암사3동,암사역사공원,20223
역삼2동,0,20223
역촌동,0,20223
연남동,0,20223
연희동,0,20223
염리동,0,20223
염창동,0,20223
왕십리도선동,0,20223
용문동,효창공원앞,20223
원효로1동,0,20223
원효로2동,0,20223
월계1동,0,20223
월곡1동,0,20223
위례동,0,20223
은천동,0,20223
응암1동,0,20223
응암2동,0,20223
응암3동,0,20223
이촌1동,0,20223
이촌2동,0,20223
이태원2동,0,20223
인수동,0,20223
일원1동,0,20223
자양1동,0,20223
자양2동,0,20223
자양3동,0,20223
잠실3동,0,20223
장안1동,0,20223
장안2동,0,20223
장위1동,0,20223
장위3동,0,20223
전농2동,0,20223
정릉2동,0,20223
정릉3동,0,20223
조원동,0,20223
종암동,0,20223
중계1동,0,20223
중계4동,0,20223
중계본동,0,20223
중곡1동,0,20223
중곡2동,0,20223
중곡4동,0,20223
중림동,0,20223
중앙동,0,20223
중화1동,0,20223
창2동,0,20223
창3동,0,20223
창4동,창동,20223
창신1동,동대문,20223
창신1동,동묘앞,20223
창신2동,0,20223
천호2동,0,20223
천호3동,0,20223
청구동,0,20223
청담동,0,20223
청량리동,0,20223
청림동,0,20223
청운효자동,0,20223
청파동,0,20223
평창동,0,20223
풍납1동,천호(풍납토성),20223
풍납2동,0,20223
하계1동,0,20223
합정동,합정,20223
행운동,0,20223
혜화동,0,20223
홍은1동,0,20223
홍은2동,0,20223
홍제2동,0,20223
홍제3동,0,20223
화곡2동,0,20223
화곡3동,0,20223
화곡4동,0,20223
화곡6동,0,20223
화곡8동,0,20223
화곡본동,0,20223
황학동,0,20223
회기동,0,20223
후암동,0,20223
휘경2동,0,20223
가락1동,가락시장,20231
가락1동,송파,20231
