행정동,시군구,총_승객수,연분기
개포2동,강남구,6908,20231
거여1동,송파구,9376,20231
공덕동,마포구,32823,20231
공릉1동,노원구,25143,20231
공릉2동,노원구,10912,20231
공항동,강서구,8820,20231
광장동,광진구,13002,20231
광희동,중구,32016,20231
구로2동,구로구,3392,20231
구로3동,구로구,68045,20231
구로5동,구로구,8337,20231
구의1동,광진구,22486,20231
구의2동,광진구,14147,20231
구의3동,광진구,30729,20231
금호1가동,성동구,5864,20231
금호4가동,성동구,7566,20231
길동,강동구,7559,20231
길음1동,성북구,19942,20231
남가좌1동,서대문구,3120,20231
남영동,용산구,18606,20231
남현동,관악구,63536,20231
내곡동,서초구,2661,20231
노량진1동,동작구,34272,20231
녹번동,은평구,18033,20231
논현1동,강남구,48597,20231
논현2동,강남구,41872,20231
능동,광진구,39105,20231
당산1동,영등포구,23729,20231
당산2동,영등포구,35239,20231
대림3동,영등포구,31573,20231
대방동,동작구,22737,20231
대조동,은평구,19755,20231
대치2동,강남구,63677,20231
대치4동,강남구,56337,20231
대학동,관악구,1600,20231
대흥동,마포구,23416,20231
도곡1동,강남구,11171,20231
도곡2동,강남구,19950,20231
도봉2동,도봉구,16756,20231
독산1동,금천구,8206,20231
동화동,중구,7099,20231
둔촌1동,강동구,9197,20231
둔촌2동,강동구,10293,20231
등촌1동,강서구,6615,20231
등촌3동,강서구,20370,20231
마장동,성동구,5492,20231
마천1동,송파구,6972,20231
망우본동,중랑구,2866,20231
면목3.8동,중랑구,15248,20231
면목4동,중랑구,5529,20231
면목본동,중랑구,14430,20231
명동,중구,68375,20231
명일1동,강동구,8328,20231
명일2동,강동구,9111,20231
목1동,양천구,35766,20231
목2동,양천구,20516,20231
목3동,양천구,10686,20231
묵2동,중랑구,9630,20231
문래동,영등포구,20023,20231
문정2동,송파구,27375,20231
미아동,강북구,14130,20231
반포1동,서초구,9239,20231
반포2동,서초구,3447,20231
반포4동,서초구,77775,20231
반포본동,서초구,956,20231
발산1동,강서구,13480,20231
방배1동,서초구,13291,20231
방배2동,서초구,1286,20231
방배3동,서초구,15725,20231
방이1동,송파구,6878,20231
방이2동,송파구,5215,20231
방학1동,도봉구,5508,20231
방화1동,강서구,11810,20231
방화2동,강서구,29903,20231
번1동,강북구,32299,20231
보라매동,관악구,2651,20231
보문동,성북구,8010,20231
불광1동,은평구,2540,20231
사근동,성동구,11689,20231
사당2동,동작구,35975,20231
사당4동,동작구,10637,20231
사직동,종로구,51098,20231
삼선동,성북구,34091,20231
삼성1동,강남구,35972,20231
삼성2동,강남구,19853,20231
삼양동,강북구,5950,20231
상계1동,노원구,11997,20231
상계2동,노원구,37225,20231
상계3.4동,노원구,8701,20231
상계5동,노원구,17874,20231
상계8동,노원구,12219,20231
상도1동,동작구,23401,20231
상도2동,동작구,8538,20231
상봉1동,중랑구,3427,20231
상봉2동,중랑구,19217,20231
상암동,마포구,22992,20231
서강동,마포구,17827,20231
서교동,마포구,130955,20231
서림동,관악구,5756,20231
서빙고동,용산구,1182,20231
서원동,관악구,56259,20231
서초1동,서초구,43619,20231
서초2동,서초구,82404,20231
서초3동,서초구,49378,20231
석관동,성북구,16899,20231
석촌동,송파구,13747,20231
성내1동,강동구,9696,20231
성내2동,강동구,49285,20231
성산2동,마포구,17937,20231
성수1가1동,성동구,6824,20231
성수1가2동,성동구,21058,20231
성수2가3동,성동구,36416,20231
소공동,중구,45834,20231
송천동,강북구,25471,20231
송파1동,송파구,8709,20231
수궁동,구로구,12878,20231
수색동,은평구,870,20231
수서동,강남구,23930,20231
수유1동,강북구,1826,20231
수유2동,강북구,2278,20231
숭인2동,종로구,17320,20231
시흥1동,금천구,5989,20231
신길1동,영등포구,9592,20231
신길6동,영등포구,10711,20231
신길7동,영등포구,9247,20231
신내1동,중랑구,8192,20231
신당동,중구,21228,20231
신대방2동,동작구,4814,20231
신도림동,구로구,49968,20231
신림동,관악구,604,20231
신사1동,은평구,16518,20231
신사2동,은평구,11876,20231
신사동,관악구,24174,20231
신정3동,양천구,9737,20231
신정4동,양천구,12560,20231
신정7동,양천구,6518,20231
신촌동,서대문구,36125,20231
아현동,마포구,16191,20231
안암동,성북구,11385,20231
암사2동,강동구,17597,20231
압구정동,강남구,42905,20231
약수동,중구,17525,20231
양재1동,서초구,36691,20231
양재2동,서초구,5958,20231
양평1동,영등포구,6755,20231
양평2동,영등포구,7771,20231
여의동,영등포구,84900,20231
역삼1동,강남구,89940,20231
영등포동,영등포구,10248,20231
영등포본동,영등포구,19621,20231
오금동,송파구,9117,20231
오류1동,구로구,6113,20231
오륜동,송파구,14823,20231
옥수동,성동구,8487,20231
왕십리2동,성동구,13339,20231
용강동,마포구,13136,20231
용답동,성동구,33770,20231
용산2가동,용산구,4671,20231
용신동,동대문구,36621,20231
우이동,강북구,4987,20231
우장산동,강서구,19627,20231
월계2동,노원구,4111,20231
월계3동,노원구,5090,20231
월곡2동,성북구,17154,20231
을지로동,중구,50304,20231
응봉동,성동구,972,20231
이문1동,동대문구,5511,20231
이문2동,동대문구,5528,20231
이태원1동,용산구,10387,20231
이화동,종로구,34431,20231
인헌동,관악구,26218,20231
일원본동,강남구,9770,20231
자양4동,광진구,8594,20231
잠실2동,송파구,21299,20231
잠실4동,송파구,19538,20231
잠실6동,송파구,89173,20231
잠실7동,송파구,11924,20231
잠실본동,송파구,6905,20231
잠원동,서초구,4547,20231
장위2동,성북구,9113,20231
장지동,송파구,16309,20231
장충동,중구,8746,20231
전농1동,동대문구,28321,20231
정릉1동,성북구,3099,20231
정릉4동,성북구,4343,20231
제기동,동대문구,8022,20231
종로1.2.3.4가동,종로구,108558,20231
종로5.6가동,종로구,52352,20231
중계2.3동,노원구,13450,20231
중곡3동,광진구,10033,20231
중화2동,중랑구,12941,20231
증산동,은평구,9422,20231
진관동,은평구,19802,20231
창1동,도봉구,30120,20231
창5동,도봉구,23869,20231
창신3동,종로구,3253,20231
천연동,서대문구,6959,20231
천호1동,강동구,9095,20231
청룡동,관악구,67465,20231
충현동,서대문구,30611,20231
필동,중구,24963,20231
하계2동,노원구,16768,20231
한강로동,용산구,61886,20231
한남동,용산구,10995,20231
행당1동,성동구,28536,20231
행당2동,성동구,7539,20231
홍제1동,서대문구,20767,20231
화곡1동,강서구,53962,20231
화양동,광진구,48621,20231
회현동,중구,97834,20231
효창동,용산구,8497,20231
휘경1동,동대문구,16942,20231
흑석동,동작구,8303,20231
가락1동,송파구,24625,20232
가락2동,송파구,13136,20232
가산동,금천구,44787,20232
갈현1동,은평구,34252,20232
갈현2동,은평구,7687,20232
개봉1동,구로구,13546,20232
개포2동,강남구,7983,20232
거여1동,송파구,9808,20232
공덕동,마포구,33841,20232
공릉1동,노원구,27877,20232
공릉2동,노원구,11981,20232
공항동,강서구,9104,20232
광장동,광진구,13693,20232
광희동,중구,35017,20232
구로2동,구로구,4302,20232
구로3동,구로구,68317,20232
구로5동,구로구,8641,20232
구의1동,광진구,22926,20232
구의2동,광진구,15062,20232
구의3동,광진구,31337,20232
금호1가동,성동구,6127,20232
금호4가동,성동구,7844,20232
길동,강동구,7817,20232
길음1동,성북구,21312,20232
남가좌1동,서대문구,3242,20232
남영동,용산구,20309,20232
남현동,관악구,65107,20232
내곡동,서초구,3010,20232
노량진1동,동작구,35669,20232
녹번동,은평구,18908,20232
논현1동,강남구,47494,20232
논현2동,강남구,41592,20232
능동,광진구,43001,20232
당산1동,영등포구,24068,20232
당산2동,영등포구,36755,20232
대림3동,영등포구,32872,20232
대방동,동작구,23531,20232
대조동,은평구,20726,20232
대치2동,강남구,65529,20232
대치4동,강남구,56494,20232
대학동,관악구,1958,20232
대흥동,마포구,26539,20232
도곡1동,강남구,11378,20232
도곡2동,강남구,20131,20232
도봉2동,도봉구,18151,20232
독산1동,금천구,8371,20232
동화동,중구,7412,20232
둔촌1동,강동구,9612,20232
둔촌2동,강동구,10715,20232
등촌1동,강서구,6912,20232
등촌3동,강서구,20952,20232
마장동,성동구,5674,20232
마천1동,송파구,7306,20232
망우본동,중랑구,3109,20232
면목3.8동,중랑구,15881,20232
면목4동,중랑구,5789,20232
면목본동,중랑구,15297,20232
명동,중구,75002,20232
명일1동,강동구,8690,20232
명일2동,강동구,9570,20232
목1동,양천구,36706,20232
목2동,양천구,21185,20232
목3동,양천구,11030,20232
묵2동,중랑구,10152,20232
문래동,영등포구,20199,20232
문정2동,송파구,27810,20232
미아동,강북구,14989,20232
반포1동,서초구,9799,20232
반포2동,서초구,4005,20232
반포4동,서초구,82808,20232
반포본동,서초구,1024,20232
발산1동,강서구,14229,20232
방배1동,서초구,13580,20232
방배2동,서초구,1346,20232
방배3동,서초구,17161,20232
방이1동,송파구,7022,20232
방이2동,송파구,5159,20232
방학1동,도봉구,5736,20232
방화1동,강서구,12105,20232
방화2동,강서구,31839,20232
번1동,강북구,33640,20232
보라매동,관악구,2769,20232
보문동,성북구,8525,20232
불광1동,은평구,2653,20232
사근동,성동구,14816,20232
사당2동,동작구,37926,20232
사당4동,동작구,11175,20232
사직동,종로구,55617,20232
삼선동,성북구,37379,20232
삼성1동,강남구,37908,20232
삼성2동,강남구,20236,20232
삼양동,강북구,6085,20232
상계1동,노원구,12565,20232
상계2동,노원구,38277,20232
상계3.4동,노원구,9280,20232
상계5동,노원구,18928,20232
상계8동,노원구,12680,20232
상도1동,동작구,26478,20232
상도2동,동작구,8815,20232
상봉1동,중랑구,3636,20232
상봉2동,중랑구,19818,20232
상암동,마포구,23544,20232
서강동,마포구,18992,20232
서교동,마포구,134625,20232
서림동,관악구,6272,20232
서빙고동,용산구,1355,20232
서원동,관악구,57391,20232
서초1동,서초구,44178,20232
서초2동,서초구,80845,20232
서초3동,서초구,49029,20232
석관동,성북구,17671,20232
석촌동,송파구,14053,20232
성내1동,강동구,9845,20232
성내2동,강동구,50285,20232
성산2동,마포구,19826,20232
성수1가1동,성동구,8254,20232
성수1가2동,성동구,22754,20232
성수2가3동,성동구,36625,20232
소공동,중구,48335,20232
송천동,강북구,26259,20232
송파1동,송파구,9104,20232
수궁동,구로구,13836,20232
수색동,은평구,923,20232
수서동,강남구,24785,20232
수유1동,강북구,1880,20232
수유2동,강북구,2338,20232
숭인2동,종로구,18464,20232
시흥1동,금천구,6214,20232
신길1동,영등포구,10153,20232
신길6동,영등포구,11050,20232
신길7동,영등포구,9676,20232
신내1동,중랑구,8452,20232
신당동,중구,22737,20232
신대방2동,동작구,5105,20232
신도림동,구로구,51017,20232
신림동,관악구,626,20232
신사1동,은평구,17114,20232
신사2동,은평구,12520,20232
신사동,관악구,25209,20232
신정3동,양천구,10003,20232
신정4동,양천구,12954,20232
신정7동,양천구,6757,20232
신촌동,서대문구,38482,20232
아현동,마포구,17069,20232
안암동,성북구,13256,20232
암사2동,강동구,17971,20232
압구정동,강남구,43254,20232
약수동,중구,18496,20232
양재1동,서초구,37108,20232
양재2동,서초구,6241,20232
양평1동,영등포구,6792,20232
양평2동,영등포구,8099,20232
여의동,영등포구,89954,20232
역삼1동,강남구,89292,20232
영등포동,영등포구,10580,20232
영등포본동,영등포구,20307,20232
오금동,송파구,9634,20232
오류1동,구로구,6409,20232
오륜동,송파구,17318,20232
옥수동,성동구,8874,20232
왕십리2동,성동구,13838,20232
용강동,마포구,13472,20232
용답동,성동구,34433,20232
용산2가동,용산구,5227,20232
용신동,동대문구,37457,20232
우이동,강북구,5681,20232
우장산동,강서구,20187,20232
월계2동,노원구,4597,20232
월계3동,노원구,5555,20232
월곡2동,성북구,18489,20232
을지로동,중구,52623,20232
응봉동,성동구,1013,20232
이문1동,동대문구,6392,20232
이문2동,동대문구,5691,20232
이태원1동,용산구,11980,20232
이화동,종로구,35674,20232
인헌동,관악구,27041,20232
일원본동,강남구,10219,20232
자양4동,광진구,11032,20232
잠실2동,송파구,22505,20232
잠실4동,송파구,20731,20232
잠실6동,송파구,91274,20232
잠실7동,송파구,20538,20232
잠실본동,송파구,6926,20232
잠원동,서초구,4876,20232
장위2동,성북구,9748,20232
장지동,송파구,16597,20232
장충동,중구,10693,20232
전농1동,동대문구,29591,20232
정릉1동,성북구,3306,20232
정릉4동,성북구,4579,20232
제기동,동대문구,8942,20232
종로1.2.3.4가동,종로구,112843,20232
종로5.6가동,종로구,55932,20232
중계2.3동,노원구,14442,20232
중곡3동,광진구,10414,20232
중화2동,중랑구,13662,20232
증산동,은평구,9793,20232
진관동,은평구,20946,20232
창1동,도봉구,31118,20232
창5동,도봉구,24763,20232
창신3동,종로구,3507,20232
천연동,서대문구,7449,20232
천호1동,강동구,9293,20232
청룡동,관악구,69017,20232
충현동,서대문구,31708,20232
필동,중구,28223,20232
하계2동,노원구,17789,20232
한강로동,용산구,63779,20232
한남동,용산구,11843,20232
행당1동,성동구,29433,20232
행당2동,성동구,7855,20232
홍제1동,서대문구,22109,20232
화곡1동,강서구,55662,20232
화양동,광진구,50624,20232
회현동,중구,104805,20232
효창동,용산구,9229,20232
휘경1동,동대문구,18750,20232
흑석동,동작구,9625,20232
가락1동,송파구,23960,20233
가락2동,송파구,12630,20233
가산동,금천구,43526,20233
갈현1동,은평구,32439,20233
갈현2동,은평구,7329,20233
개봉1동,구로구,12636,20233
개포2동,강남구,7858,20233
거여1동,송파구,9224,20233
공덕동,마포구,32440,20233
공릉1동,노원구,24372,20233
공릉2동,노원구,10555,20233
공항동,강서구,8810,20233
광장동,광진구,12684,20233
광희동,중구,34329,20233
구로2동,구로구,4095,20233
구로3동,구로구,65560,20233
구로5동,구로구,8119,20233
구의1동,광진구,22254,20233
구의2동,광진구,13567,20233
구의3동,광진구,29912,20233
금호1가동,성동구,5828,20233
금호4가동,성동구,7433,20233
길동,강동구,7568,20233
길음1동,성북구,19459,20233
남가좌1동,서대문구,2994,20233
남영동,용산구,18571,20233
남현동,관악구,61132,20233
내곡동,서초구,2572,20233
노량진1동,동작구,33663,20233
녹번동,은평구,18113,20233
논현1동,강남구,45982,20233
논현2동,강남구,40266,20233
능동,광진구,38136,20233
당산1동,영등포구,23047,20233
당산2동,영등포구,34384,20233
대림3동,영등포구,31142,20233
대방동,동작구,22315,20233
대조동,은평구,19844,20233
대치2동,강남구,65624,20233
대치4동,강남구,56042,20233
대학동,관악구,1877,20233
대흥동,마포구,23321,20233
도곡1동,강남구,11003,20233
도곡2동,강남구,19857,20233
도봉2동,도봉구,16609,20233
독산1동,금천구,7970,20233
동화동,중구,7105,20233
둔촌1동,강동구,9106,20233
둔촌2동,강동구,10646,20233
등촌1동,강서구,6908,20233
등촌3동,강서구,20277,20233
마장동,성동구,5385,20233
마천1동,송파구,6796,20233
망우본동,중랑구,2915,20233
면목3.8동,중랑구,14881,20233
면목4동,중랑구,5424,20233
면목본동,중랑구,13919,20233
명동,중구,74213,20233
명일1동,강동구,8210,20233
명일2동,강동구,9224,20233
목1동,양천구,35136,20233
목2동,양천구,20141,20233
목3동,양천구,10791,20233
묵2동,중랑구,9500,20233
문래동,영등포구,19662,20233
문정2동,송파구,26525,20233
미아동,강북구,14129,20233
반포1동,서초구,9409,20233
반포2동,서초구,3574,20233
반포4동,서초구,79299,20233
반포본동,서초구,957,20233
발산1동,강서구,13530,20233
방배1동,서초구,12949,20233
방배2동,서초구,1320,20233
방배3동,서초구,14748,20233
방이1동,송파구,6786,20233
방이2동,송파구,5077,20233
방학1동,도봉구,5335,20233
방화1동,강서구,11643,20233
방화2동,강서구,32441,20233
번1동,강북구,31747,20233
보라매동,관악구,2793,20233
보문동,성북구,7972,20233
불광1동,은평구,2597,20233
사근동,성동구,11446,20233
사당2동,동작구,35346,20233
사당4동,동작구,10584,20233
사직동,종로구,52296,20233
삼선동,성북구,33892,20233
삼성1동,강남구,37432,20233
삼성2동,강남구,19833,20233
삼양동,강북구,5796,20233
상계1동,노원구,11842,20233
상계2동,노원구,36705,20233
상계3.4동,노원구,9018,20233
상계5동,노원구,17937,20233
상계8동,노원구,12014,20233
상도1동,동작구,22880,20233
상도2동,동작구,8543,20233
상봉1동,중랑구,3372,20233
상봉2동,중랑구,18884,20233
상암동,마포구,22698,20233
서강동,마포구,18179,20233
서교동,마포구,130701,20233
서림동,관악구,6057,20233
서빙고동,용산구,1240,20233
서원동,관악구,53325,20233
서초1동,서초구,41970,20233
서초2동,서초구,80611,20233
서초3동,서초구,46927,20233
석관동,성북구,16275,20233
석촌동,송파구,13639,20233
성내1동,강동구,9396,20233
성내2동,강동구,48465,20233
성산2동,마포구,19179,20233
성수1가1동,성동구,7139,20233
성수1가2동,성동구,21416,20233
성수2가3동,성동구,35722,20233
소공동,중구,46700,20233
송천동,강북구,24857,20233
송파1동,송파구,8658,20233
수궁동,구로구,12486,20233
수색동,은평구,1006,20233
수서동,강남구,23820,20233
수유1동,강북구,1759,20233
수유2동,강북구,2226,20233
숭인2동,종로구,16930,20233
시흥1동,금천구,5576,20233
신길1동,영등포구,9576,20233
신길6동,영등포구,10445,20233
신길7동,영등포구,9114,20233
신내1동,중랑구,8062,20233
신당동,중구,21763,20233
신대방2동,동작구,5252,20233
신도림동,구로구,48689,20233
신림동,관악구,617,20233
신사1동,은평구,16202,20233
신사2동,은평구,11659,20233
신사동,관악구,23880,20233
신정3동,양천구,9393,20233
신정4동,양천구,12270,20233
신정7동,양천구,6225,20233
신촌동,서대문구,36207,20233
아현동,마포구,16196,20233
안암동,성북구,10932,20233
암사2동,강동구,17104,20233
압구정동,강남구,41858,20233
약수동,중구,17641,20233
양재1동,서초구,35076,20233
양재2동,서초구,5904,20233
양평1동,영등포구,6603,20233
양평2동,영등포구,7812,20233
여의동,영등포구,87357,20233
역삼1동,강남구,88938,20233
영등포동,영등포구,10202,20233
영등포본동,영등포구,19403,20233
오금동,송파구,9234,20233
오류1동,구로구,5939,20233
오륜동,송파구,16045,20233
옥수동,성동구,8334,20233
왕십리2동,성동구,13240,20233
용강동,마포구,13052,20233
용답동,성동구,32848,20233
용산2가동,용산구,4887,20233
용신동,동대문구,35728,20233
우이동,강북구,4965,20233
우장산동,강서구,19736,20233
월계2동,노원구,3957,20233
월계3동,노원구,5016,20233
월곡2동,성북구,16815,20233
을지로동,중구,51371,20233
응봉동,성동구,910,20233
이문1동,동대문구,5519,20233
이문2동,동대문구,5367,20233
이태원1동,용산구,11536,20233
이화동,종로구,34001,20233
인헌동,관악구,25821,20233
일원본동,강남구,9859,20233
자양4동,광진구,9222,20233
잠실2동,송파구,21637,20233
잠실4동,송파구,19638,20233
잠실6동,송파구,88766,20233
잠실7동,송파구,17182,20233
잠실본동,송파구,6885,20233
잠원동,서초구,4621,20233
장위2동,성북구,9271,20233
장지동,송파구,15779,20233
장충동,중구,9064,20233
전농1동,동대문구,28586,20233
정릉1동,성북구,3031,20233
정릉4동,성북구,4148,20233
제기동,동대문구,7965,20233
종로1.2.3.4가동,종로구,107355,20233
종로5.6가동,종로구,52746,20233
중계2.3동,노원구,13473,20233
중곡3동,광진구,9901,20233
중화2동,중랑구,12723,20233
증산동,은평구,9193,20233
진관동,은평구,20254,20233
창1동,도봉구,29507,20233
창5동,도봉구,23647,20233
창신3동,종로구,3209,20233
천연동,서대문구,6964,20233
천호1동,강동구,9036,20233
청룡동,관악구,65213,20233
충현동,서대문구,30472,20233
필동,중구,26190,20233
하계2동,노원구,16506,20233
한강로동,용산구,63546,20233
한남동,용산구,10871,20233
행당1동,성동구,27823,20233
행당2동,성동구,7480,20233
홍제1동,서대문구,20666,20233
화곡1동,강서구,52408,20233
화양동,광진구,46879,20233
회현동,중구,100218,20233
효창동,용산구,8508,20233
휘경1동,동대문구,16398,20233
흑석동,동작구,8177,20233
가락1동,송파구,25585,20234
가락2동,송파구,13135,20234
가산동,금천구,44552,20234
갈현1동,은평구,33663,20234
갈현2동,은평구,7655,20234
개봉1동,구로구,13116,20234
개포2동,강남구,8495,20234
거여1동,송파구,9675,20234
공덕동,마포구,34186,20234
공릉1동,노원구,26351,20234
공릉2동,노원구,11818,20234
공항동,강서구,9106,20234
광장동,광진구,13706,20234
광희동,중구,35961,20234
구로2동,구로구,3820,20234
구로3동,구로구,67086,20234
구로5동,구로구,8483,20234
구의1동,광진구,23431,20234
구의2동,광진구,14558,20234
구의3동,광진구,31270,20234
금호1가동,성동구,6149,20234
금호4가동,성동구,7804,20234
길동,강동구,7792,20234
길음1동,성북구,21113,20234
남가좌1동,서대문구,3223,20234
남영동,용산구,20123,20234
남현동,관악구,65526,20234
내곡동,서초구,2809,20234
노량진1동,동작구,36857,20234
녹번동,은평구,18710,20234
논현1동,강남구,47893,20234
논현2동,강남구,41451,20234
능동,광진구,41688,20234
당산1동,영등포구,24226,20234
당산2동,영등포구,35571,20234
대림3동,영등포구,32588,20234
대방동,동작구,23066,20234
대조동,은평구,20578,20234
대치2동,강남구,66240,20234
대치4동,강남구,56535,20234
대학동,관악구,1740,20234
대흥동,마포구,25893,20234
도곡1동,강남구,11485,20234
도곡2동,강남구,20160,20234
도봉2동,도봉구,17691,20234
독산1동,금천구,8248,20234
동화동,중구,7358,20234
둔촌1동,강동구,9647,20234
둔촌2동,강동구,10969,20234
등촌1동,강서구,7121,20234
등촌3동,강서구,21225,20234
마장동,성동구,5702,20234
마천1동,송파구,7253,20234
망우본동,중랑구,3017,20234
면목3.8동,중랑구,15621,20234
면목4동,중랑구,5671,20234
면목본동,중랑구,14806,20234
명동,중구,81692,20234
명일1동,강동구,8711,20234
명일2동,강동구,9920,20234
목1동,양천구,36321,20234
목2동,양천구,21114,20234
목3동,양천구,11215,20234
묵2동,중랑구,9865,20234
문래동,영등포구,20591,20234
문정2동,송파구,27962,20234
미아동,강북구,15019,20234
반포1동,서초구,9858,20234
반포2동,서초구,3958,20234
반포4동,서초구,83593,20234
반포본동,서초구,1020,20234
발산1동,강서구,14043,20234
방배1동,서초구,13445,20234
방배2동,서초구,1347,20234
방배3동,서초구,16411,20234
방이1동,송파구,7133,20234
방이2동,송파구,5381,20234
방학1동,도봉구,5643,20234
방화1동,강서구,12259,20234
방화2동,강서구,33677,20234
번1동,강북구,33263,20234
보라매동,관악구,2850,20234
보문동,성북구,8437,20234
불광1동,은평구,2660,20234
사근동,성동구,14277,20234
사당2동,동작구,37006,20234
사당4동,동작구,11052,20234
사직동,종로구,58799,20234
삼선동,성북구,37114,20234
삼성1동,강남구,38168,20234
삼성2동,강남구,20105,20234
삼양동,강북구,6137,20234
상계1동,노원구,12200,20234
상계2동,노원구,40428,20234
상계3.4동,노원구,9402,20234
상계5동,노원구,18861,20234
상계8동,노원구,12517,20234
상도1동,동작구,25771,20234
상도2동,동작구,8854,20234
상봉1동,중랑구,3521,20234
상봉2동,중랑구,19774,20234
상암동,마포구,23535,20234
서강동,마포구,19162,20234
서교동,마포구,138315,20234
서림동,관악구,6464,20234
서빙고동,용산구,1306,20234
서원동,관악구,54791,20234
서초1동,서초구,43513,20234
서초2동,서초구,79953,20234
서초3동,서초구,49374,20234
석관동,성북구,17287,20234
석촌동,송파구,14374,20234
성내1동,강동구,9894,20234
성내2동,강동구,50835,20234
성산2동,마포구,21014,20234
성수1가1동,성동구,7533,20234
성수1가2동,성동구,23204,20234
성수2가3동,성동구,39195,20234
소공동,중구,50620,20234
송천동,강북구,26170,20234
송파1동,송파구,9135,20234
